number,group_num,group_name,code_length,code,diagnosis_sr,diagnosis_lat
10700,20,Spoljašnji uzroci obolevanja i umiranja,4,V913,Udes plovila koji uzrokuje drugu povredu: Druga plovila sa motorom,#Udes plovila koji uzrokuje drugu povredu: Druga plovila sa motorom
10701,20,Spoljašnji uzroci obolevanja i umiranja,4,V914,Udes plovila koji uzrokuje drugu povredu: Jedrilica,#Udes plovila koji uzrokuje drugu povredu: Jedrilica
10702,20,Spoljašnji uzroci obolevanja i umiranja,4,V915,Udes plovila koji uzrokuje drugu povredu: Kanu ili kajak,#Udes plovila koji uzrokuje drugu povredu: Kanu ili kajak
10703,20,Spoljašnji uzroci obolevanja i umiranja,4,V916,Udes plovila koji uzrokuje drugu povredu: Plovilo na naduvavanje (bez motora),#Udes plovila koji uzrokuje drugu povredu: Plovilo na naduvavanje (bez motora)
10704,20,Spoljašnji uzroci obolevanja i umiranja,4,V917,Udes plovila koji uzrokuje drugu povredu: Skije za vodu,#Udes plovila koji uzrokuje drugu povredu: Skije za vodu
10705,20,Spoljašnji uzroci obolevanja i umiranja,4,V918,Udes plovila koji uzrokuje drugu povredu: Druga plovila bez motora,#Udes plovila koji uzrokuje drugu povredu: Druga plovila bez motora
10706,20,Spoljašnji uzroci obolevanja i umiranja,4,V919,Udes plovila koji uzrokuje drugu povredu: Neoznačeno plovilo,#Udes plovila koji uzrokuje drugu povredu: Neoznačeno plovilo
10707,20,Spoljašnji uzroci obolevanja i umiranja,3,V92,Davljenje i potapanje vezano za transport na vodi bez udesa plovila,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila
10708,20,Spoljašnji uzroci obolevanja i umiranja,4,V920,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Trgovački brod,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Trgovački brod
10709,20,Spoljašnji uzroci obolevanja i umiranja,4,V921,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Putnički brod,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Putnički brod
10710,20,Spoljašnji uzroci obolevanja i umiranja,4,V922,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Ribarski brod,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Ribarski brod
10711,20,Spoljašnji uzroci obolevanja i umiranja,4,V923,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Druga plovila sa motorom,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Druga plovila sa motorom
10712,20,Spoljašnji uzroci obolevanja i umiranja,4,V924,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Jedrilica,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Jedrilica
10713,20,Spoljašnji uzroci obolevanja i umiranja,4,V925,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Kanu ili kajak,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Kanu ili kajak
10714,20,Spoljašnji uzroci obolevanja i umiranja,4,V926,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Plovilo na naduvavanje (bez motora),#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Plovilo na naduvavanje (bez motora)
10715,20,Spoljašnji uzroci obolevanja i umiranja,4,V927,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Skije za vodu,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Skije za vodu
10716,20,Spoljašnji uzroci obolevanja i umiranja,4,V928,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Druga plovila bez motora,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Druga plovila bez motora
10717,20,Spoljašnji uzroci obolevanja i umiranja,4,V929,Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Neoznačeno plovilo,#Davljenje i potapanje vezano za transport na vodi bez udesa plovila: Neoznačeno plovilo
10718,20,Spoljašnji uzroci obolevanja i umiranja,3,V93,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje
10719,20,Spoljašnji uzroci obolevanja i umiranja,4,V930,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Trgovački brod,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Trgovački brod
10720,20,Spoljašnji uzroci obolevanja i umiranja,4,V931,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Putnički brod,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Putnički brod
10721,20,Spoljašnji uzroci obolevanja i umiranja,4,V932,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Ribarski brod,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Ribarski brod
10722,20,Spoljašnji uzroci obolevanja i umiranja,4,V933,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Druga plovila sa motorom,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Druga plovila sa motorom
10723,20,Spoljašnji uzroci obolevanja i umiranja,4,V934,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Jedrilica,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Jedrilica
10724,20,Spoljašnji uzroci obolevanja i umiranja,4,V935,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Kanu ili kajak,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Kanu ili kajak
10725,20,Spoljašnji uzroci obolevanja i umiranja,4,V936,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Plovilo na naduvavanje (bez motora),#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Plovilo na naduvavanje (bez motora)
10726,20,Spoljašnji uzroci obolevanja i umiranja,4,V937,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Skije za vodu,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Skije za vodu
10727,20,Spoljašnji uzroci obolevanja i umiranja,4,V938,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Druga plovila bez motora,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Druga plovila bez motora
10728,20,Spoljašnji uzroci obolevanja i umiranja,4,V939,Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Neoznačeno plovilo,#Nezgoda na palubi plovila bez udesa plovila koja ne uzrokuje davljenje i potapanje: Neoznačeno plovilo
10729,20,Spoljašnji uzroci obolevanja i umiranja,3,V94,Drugi i neoznačeni udesi pri transportu na vodi,#Drugi i neoznačeni udesi pri transportu na vodi
10730,20,Spoljašnji uzroci obolevanja i umiranja,4,V940,Drugi i neoznačeni udesi pri transportu na vodi: Trgovački brod,#Drugi i neoznačeni udesi pri transportu na vodi: Trgovački brod
10731,20,Spoljašnji uzroci obolevanja i umiranja,4,V941,Drugi i neoznačeni udesi pri transportu na vodi: Putnički brod,#Drugi i neoznačeni udesi pri transportu na vodi: Putnički brod
10732,20,Spoljašnji uzroci obolevanja i umiranja,4,V942,Drugi i neoznačeni udesi pri transportu na vodi: Ribarski brod,#Drugi i neoznačeni udesi pri transportu na vodi: Ribarski brod
10733,20,Spoljašnji uzroci obolevanja i umiranja,4,V943,Drugi i neoznačeni udesi pri transportu na vodi: Druga plovila sa motorom,#Drugi i neoznačeni udesi pri transportu na vodi: Druga plovila sa motorom
10734,20,Spoljašnji uzroci obolevanja i umiranja,4,V944,Drugi i neoznačeni udesi pri transportu na vodi: Jedrilica,#Drugi i neoznačeni udesi pri transportu na vodi: Jedrilica
10735,20,Spoljašnji uzroci obolevanja i umiranja,4,V945,Drugi i neoznačeni udesi pri transportu na vodi: Kanu ili kajak,#Drugi i neoznačeni udesi pri transportu na vodi: Kanu ili kajak
10736,20,Spoljašnji uzroci obolevanja i umiranja,4,V946,Drugi i neoznačeni udesi pri transportu na vodi: Plovilo na naduvavanje (bez motora),#Drugi i neoznačeni udesi pri transportu na vodi: Plovilo na naduvavanje (bez motora)
10737,20,Spoljašnji uzroci obolevanja i umiranja,4,V947,Drugi i neoznačeni udesi pri transportu na vodi: Skije za vodu,#Drugi i neoznačeni udesi pri transportu na vodi: Skije za vodu
10738,20,Spoljašnji uzroci obolevanja i umiranja,4,V948,Drugi i neoznačeni udesi pri transportu na vodi: Druga plovila bez motora,#Drugi i neoznačeni udesi pri transportu na vodi: Druga plovila bez motora
10739,20,Spoljašnji uzroci obolevanja i umiranja,4,V949,Drugi i neoznačeni udesi pri transportu na vodi: Neoznačeno plovilo,#Drugi i neoznačeni udesi pri transportu na vodi: Neoznačeno plovilo
10740,20,Spoljašnji uzroci obolevanja i umiranja,3,V95,Udes letelice sa motorom koji uzrokuje povredu putnika,#Udes letelice sa motorom koji uzrokuje povredu putnika
10741,20,Spoljašnji uzroci obolevanja i umiranja,4,V950,Udes helikoptera koji uzrokuje povredu putnika,#Udes helikoptera koji uzrokuje povredu putnika
10742,20,Spoljašnji uzroci obolevanja i umiranja,4,V951,"Udes ultralake, mikrolake i jedrilice sa napajanjem koje uzrokuje povredu putnika","#Udes ultralake, mikrolake i jedrilice sa napajanjem koje uzrokuje povredu putnika"
10743,20,Spoljašnji uzroci obolevanja i umiranja,4,V952,Udes druge privatne letelice sa fiksiranim krilima koji uzrokuje povredu putnika,#Udes druge privatne letelice sa fiksiranim krilima koji uzrokuje povredu putnika
10744,20,Spoljašnji uzroci obolevanja i umiranja,4,V953,Udes komercijalne letelice sa fiksiranim krilima koji uzrokuje povredu putnika,#Udes komercijalne letelice sa fiksiranim krilima koji uzrokuje povredu putnika
10745,20,Spoljašnji uzroci obolevanja i umiranja,4,V954,Udes svemirske letelice koji uzrokuje povredu putnika,#Udes svemirske letelice koji uzrokuje povredu putnika
10746,20,Spoljašnji uzroci obolevanja i umiranja,4,V958,Drugi vazdušni udesi koji uzrokuju povredu putnika,#Drugi vazdušni udesi koji uzrokuju povredu putnika
10747,20,Spoljašnji uzroci obolevanja i umiranja,4,V959,Udes neoznačene letelice koji uzrokuje povredu putnika,#Udes neoznačene letelice koji uzrokuje povredu putnika
10748,20,Spoljašnji uzroci obolevanja i umiranja,3,V96,Udes letelice bez motora koji uzrokuje povredu putnika,#Udes letelice bez motora koji uzrokuje povredu putnika
10749,20,Spoljašnji uzroci obolevanja i umiranja,4,V960,Udes balona koji uzrokuje povredu putnika,#Udes balona koji uzrokuje povredu putnika
10750,20,Spoljašnji uzroci obolevanja i umiranja,4,V961,Udes vučene jedrilice koji uzrokuje povredu putnika,#Udes vučene jedrilice koji uzrokuje povredu putnika
10751,20,Spoljašnji uzroci obolevanja i umiranja,4,V962,Udes jedrilice (bez motora) koji uzrokuje povredu putnika,#Udes jedrilice (bez motora) koji uzrokuje povredu putnika
10752,20,Spoljašnji uzroci obolevanja i umiranja,4,V968,Drugi udesi letelica bez motora koji uzrokuju povredu putnika,#Drugi udesi letelica bez motora koji uzrokuju povredu putnika
10753,20,Spoljašnji uzroci obolevanja i umiranja,4,V969,Udes neoznačene letelice koji uzrokuje povredu putnika,#Udes neoznačene letelice koji uzrokuje povredu putnika
10754,20,Spoljašnji uzroci obolevanja i umiranja,3,V97,Drugi označeni udesi u vazdušnom saobraćaju,#Drugi označeni udesi u vazdušnom saobraćaju
10755,20,Spoljašnji uzroci obolevanja i umiranja,4,V970,Putnik letelice povređen u nekim drugim označenim vazdušnim udesima,#Putnik letelice povređen u nekim drugim označenim vazdušnim udesima
10756,20,Spoljašnji uzroci obolevanja i umiranja,4,V971,Osoba povređena u toku ukrcavanja ili iskrcavanja iz letelice,#Osoba povređena u toku ukrcavanja ili iskrcavanja iz letelice
10757,20,Spoljašnji uzroci obolevanja i umiranja,4,V972,Padobranac povređen u udesu vazdušnog transporta,#Padobranac povređen u udesu vazdušnog transporta
10758,20,Spoljašnji uzroci obolevanja i umiranja,4,V973,Osoba povređena na zemlji u udesu vazdušnog saobraćaja,#Osoba povređena na zemlji u udesu vazdušnog saobraćaja
10759,20,Spoljašnji uzroci obolevanja i umiranja,4,V978,"Drugi udesi u vazdušnom saobraćaju, neklasifikovani na drugom mestu","#Drugi udesi u vazdušnom saobraćaju, neklasifikovani na drugom mestu"
10760,20,Spoljašnji uzroci obolevanja i umiranja,3,V98,Drugi označeni saobraćajni udesi,#Drugi označeni saobraćajni udesi
10761,20,Spoljašnji uzroci obolevanja i umiranja,3,V99,Neoznačen saobraćajni udes,#Neoznačen saobraćajni udes
10762,20,Spoljašnji uzroci obolevanja i umiranja,3,W00,Pad na istom nivou na ledu i snegu,#Pad na istom nivou na ledu i snegu
10763,20,Spoljašnji uzroci obolevanja i umiranja,4,W000,"Pad na istom nivou na ledu i snegu, kuća","#Pad na istom nivou na ledu i snegu, kuća"
10764,20,Spoljašnji uzroci obolevanja i umiranja,4,W001,"Pad na istom nivou na ledu i snegu, institucija kao prebivalište","#Pad na istom nivou na ledu i snegu, institucija kao prebivalište"
10765,20,Spoljašnji uzroci obolevanja i umiranja,4,W002,"Pad na istom nivou na ledu i snegu, škola, druga institucija i javna administrativna mesta","#Pad na istom nivou na ledu i snegu, škola, druga institucija i javna administrativna mesta"
10766,20,Spoljašnji uzroci obolevanja i umiranja,4,W003,"Pad na istom nivou na ledu i snegu, mesta za sport i atletiku","#Pad na istom nivou na ledu i snegu, mesta za sport i atletiku"
10767,20,Spoljašnji uzroci obolevanja i umiranja,4,W004,"Pad na istom nivou na ledu i snegu, ulica i autoput","#Pad na istom nivou na ledu i snegu, ulica i autoput"
10768,20,Spoljašnji uzroci obolevanja i umiranja,4,W005,"Pad na istom nivou na ledu i snegu, mesta za obavljanje trgovine i uslužnih delatnosti","#Pad na istom nivou na ledu i snegu, mesta za obavljanje trgovine i uslužnih delatnosti"
10769,20,Spoljašnji uzroci obolevanja i umiranja,4,W006,"Pad na istom nivou na ledu i snegu, prostori za obavljanje industrijske i građevinske delatnosti","#Pad na istom nivou na ledu i snegu, prostori za obavljanje industrijske i građevinske delatnosti"
10770,20,Spoljašnji uzroci obolevanja i umiranja,4,W007,"Pad na istom nivou na ledu i snegu, farma","#Pad na istom nivou na ledu i snegu, farma"
10771,20,Spoljašnji uzroci obolevanja i umiranja,4,W008,"Pad na istom nivou na ledu i snegu, ostala specifična mesta","#Pad na istom nivou na ledu i snegu, ostala specifična mesta"
10772,20,Spoljašnji uzroci obolevanja i umiranja,4,W009,"Pad na istom nivou na ledu i snegu, neoznačena mesta","#Pad na istom nivou na ledu i snegu, neoznačena mesta"
10773,20,Spoljašnji uzroci obolevanja i umiranja,3,W01,"Pad na istom nivou zbog okliznuća, saplitanja i posrtanja","#Pad na istom nivou zbog okliznuća, saplitanja i posrtanja"
10774,20,Spoljašnji uzroci obolevanja i umiranja,4,W010,"Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, kuća","#Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, kuća"
10775,20,Spoljašnji uzroci obolevanja i umiranja,4,W011,"Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, institucija kao prebivalište","#Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, institucija kao prebivalište"
10776,20,Spoljašnji uzroci obolevanja i umiranja,4,W012,"Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, škola, druga institucija i javna administrativna mesta","#Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, škola, druga institucija i javna administrativna mesta"
10777,20,Spoljašnji uzroci obolevanja i umiranja,4,W013,"Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, mesta za sport i atletiku","#Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, mesta za sport i atletiku"
10778,20,Spoljašnji uzroci obolevanja i umiranja,4,W014,"Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, ulica i autoput","#Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, ulica i autoput"
10779,20,Spoljašnji uzroci obolevanja i umiranja,4,W015,"Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, mesta za obavljanje trgovine i uslužnih delatnosti","#Pad na istom nivou zbog okliznuća, saplitanja i posrtanja, mesta za obavljanje trgovine i uslužnih delatnosti"
